Original;Frag;classe;local;Sub;Placa;X;Y;PAP;HPAP;H;IC;CE;F1;F2;GD;F5;familia;spp;quantity
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2197;5,2;5,6;79,1;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2198;8,5;6,6;39,2;;12;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2199;7,6;6,6;64,5;;14;3;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2200;7,2;7,6;64,1;;17;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2201;7,4;8,5;56,8;;15;4;0;a;1;;1;Lauraceae  ;Nectandra puberula;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2202;0,5;8;85,3;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2203;0,7;7,2;79,8;;20;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;4;D2203;0,7;7,2;38,9;;14;3;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2204;4,4;2,8;34,2;;3,5;2;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2205;4,1;0,3;68;;20;5;0;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2206;7,4;1;47;;2;;0;0;aps;4;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2207;9,8;5,3;44,5;;12;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2208;4,7;6,4;49;;12;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2209;4,3;6,6;62,7;;15;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2210;1,1;7;43,8;;15;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2211;3,5;6,7;94,9;;23;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2211;3,5;6,7;46,5;;10;4;0;bz;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2212;2,5;6;68,3;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2213;0,5;6,9;55,5;;12;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2214;0,1;7,6;64,2;;12;4;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;5;D2214;0,1;7,6;35,7;;10;4;0;bz;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2215;;;41,5;;12;4;0;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2216;6,7;4,8;85,6;;17;5;5;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2217;8,8;82,3;82,3;;18;5;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2218;9,1;98,9;98,9;;14;5;5;amqz;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2219;3,2;54;54;;18;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2219;3,2;48,1;48,1;;10;4;0;c;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2220;2,4;89,3;89,3;;20;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2221;2,2;32,7;32,7;;5;;0;0;ap2;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2222;0,9;86,5;86,5;;19;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;6;D2222;0,9;96,5;96,5;1,5;19;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2223;1,2;51,6;51,6;;13;4;5;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2224;0,8;52,7;52,7;;12;4;0;c;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2225;2,7;83,8;83,8;;17;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2225;2,7;77,3;77,3;;16;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2226;6;66,5;66,5;;17;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2226;6;70,2;70,2;;17;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2227;6,9;43,8;43,8;;10;;0;0;ap2;4;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2227;6,9;52,2;52,2;;10;;0;ah;ap2;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2228;7,6;34,8;34,8;;14;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2229;9;65;65;;17;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2229;9;58,7;58,7;;15;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2230;6,8;48,9;48,9;;11;3;0;a;1;;1;Myrtaceae;Campomanesia guaviroba;1
sdm03_04vitoriaf4;SC9a;SC;borda;7;D2231;3;38;38;;10;3;0;a;1;;1;Myrtaceae;Campomanesia guaviroba;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2232;1;69,3;69,3;;14;5;0;ahm;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2232;1;46,8;46,8;;8;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2233;2;37,6;37,6;;11;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2234;5,1;78;78;;17;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2235;4,6;56,5;56,5;;13;;0;0;ap2;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2236;6;83,5;83,5;;19;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2237;7,3;35;35;;8;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2238;8,5;65,8;65,8;;16;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2238;8,5;49,4;49,4;;15;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2238;8,5;58,5;58,5;;16;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2239;9,7;66,7;66,7;;15;5;0;a;1;;1;Urticaceae;Cecropia hololeuca;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2240;5,9;63,4;63,4;1;15;4;1;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2240;5,9;76,3;76,3;;17;5;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2240;5,9;9,4;107,4;;18;5;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2241;0,7;9,4;62,5;;16;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2241;0,7;9,4;43,2;;12;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2241;0,7;9,4;37,2;;16;4;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2241;0,7;9,4;34,9;;2;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2241;0,7;9,4;62,1;;15;;0;0;aps;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2241;0,7;9,4;46,3;;10;;1;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2242;2,3;6,1;67;;15;4;0;ahm;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2242;2,3;6,1;64;;12;;0;0;aps;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;8;D2242;2,3;6,1;54;;7;;0;0;aps;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2243;0,6;5,2;37,6;;2;3;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2244;0,4;5,2;48,6;;13;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2245;4;5,7;51,6;;2;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2246;3,8;6,1;58,2;;15;4;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2247;3;6,4;72;;16;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2248;5,5;0,2;73,8;;17;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2249;7,1;0,2;34,5;;10;3;0;am;1;;1;Myrtaceae;Campomanesia guaviroba;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2250;8,6;2,2;38;;2,3;2;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2251;6,3;5,7;62,9;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2252;7,3;5,1;54,2;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2253;8;6,1;66,4;;18;5;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2254;8,5;5,7;52,4;;15;4;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2254;8,5;5,7;42,5;;11;;2;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;9;D2255;4,6;9,8;40,1;;10;;2;0;ap4;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2256;0,8;3,3;32;;5;3;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2257;0,6;0,2;55,2;;18;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2257;0,6;0,2;38;;10;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2258;3,4;1;36;;6;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2259;3,5;4;39,6;;13;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2260;7,4;4,6;38,6;;11;3;0;as;1;;1;Rhamnaceae;Rhamnus sp. 1;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2261;7,3;5,2;38,7;;10;3;1;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2262;8,1;9,4;55,6;;15;4;0;a;1;;1;Clethraceae;Clethra scabra;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2263;7,9;10;32,3;;7;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2263;7,9;10;38;;6;;0;0h;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2264;3,4;8,4;84,2;;17;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2265;2,3;8,6;70,2;;15;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2265;2,3;8,6;56,5;;15;5;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2265;2,3;8,6;43,5;;8;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2265;2,3;8,6;64,8;;15;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2266;1,2;8,4;76,8;;17;5;0;ah;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2266;1,2;8,4;52,7;;10;3;0;c;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;10;D2266;1,2;8,4;48,5;;13;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;11;D2267;3,3;1,4;61,5;;15;5;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;11;D2268;9,2;3,4;35,3;;8;3;0;az;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;11;D2269;6,9;4,9;34;;12;3;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;11;D2270;4,9;3,6;47;;3;;0;0;aps;4;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;11;D2271;6,7;6,7;59,3;;18;5;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;11;D2272;7,7;9,4;101,4;;25;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;11;D2273;7,7;7,7;99,4;;22;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;12;D2274;1;3,7;45,5;;13;3;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;12;D2275;2,8;0,6;63;;15;5;0;a;1;;1;Asteraceae;Baccharis oreophila;1
sdm03_04vitoriaf4;SC9a;SC;borda;12;D2276;5,1;2,2;73,2;;12;;0;0;apu;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;12;D2277;7,4;1,6;32,5;;13;3;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;12;D2278;9,4;2,1;110,5;;20;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;12;D2279;9,4;2,8;48,1;;16;4;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;12;D2280;5,2;6,3;36,9;;12;4;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;12;D2281;5;7,9;54;;18;4;0;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;13;D2282;0,4;4,4;45,3;;18;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;13;D2283;9,5;1,3;53,7;;12;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;13;D2284;8;5,8;46,9;;20;4;0;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;13;D2285;2,2;8,6;89,2;;20;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;14;D2286;0,3;5,9;36,6;;9;3;0;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm03_04vitoriaf4;SC9a;SC;borda;14;D2287;0,7;1,3;32;;7;3;0;a;1;;1;Fabaceae;Senna multijuga;1
sdm03_04vitoriaf4;SC9a;SC;borda;14;D2288;2;0,9;87,2;;18;5;0;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;14;D2289;0,2;0,8;54;;14;3;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;14;D2290;2,5;2,75;144,6;;22;5;0;a;1;;1;Fabaceae;Senna multijuga;1
sdm03_04vitoriaf4;SC9a;SC;borda;14;D2291;8,5;4,4;33,3;;10;3;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;14;D2292;9,5;8;62;;13;3;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;14;D2293;1,1;8,7;60,5;;16;4;1;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;15;D2294;1,5;4,9;59,4;;3,5;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;15;D2295;0,2;2,7;35;;10;3;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;15;D2296;1,1;1;39,9;;9;4;0;a;1;;1;Rubiaceae;Palicourea sessilis;1
sdm03_04vitoriaf4;SC9a;SC;borda;15;D2297;4,2;4,2;62,5;;11;;1;0;aps;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;15;D2298;7,3;4,7;103;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;15;D2299;9,2;8,4;35,8;;16;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;15;D2300;2,6;8,4;42,5;;8,5;2;0;am;1;;1;Myrtaceae;Campomanesia guaviroba;1
sdm03_04vitoriaf4;SC9a;SC;borda;16;D2301;3,3;2,7;39,4;;3,5;2;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm03_04vitoriaf4;SC9a;SC;borda;16;D2302;3,5;1,9;39,6;;3,5;2;0;a;1;;1;Cyatheaceae;Cyathea phalerata;1
sdm03_04vitoriaf4;SC9a;SC;borda;16;D2303;3,5;0,7;71,3;;15;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;16;D2304;7,3;5;89,5;;20;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;16;D2305;9,5;8,8;93,5;;18;5;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;16;D2306;2,5;7,5;57,8;;16;4;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;17;D2307;2;0,1;46,8;;15;4;0;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;17;D2308;6;2,8;114,6;;18;5;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;17;D2309;9,7;7;36,6;;9;4;0;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;17;D2310;9,4;7,5;46,9;;8;;0;0;aps;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;17;D2311;7,6;8,7;51,7;;11;3;0;am;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;17;D2312;3,8;9,4;49,1;1,4;14;5;0;f;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;18;D2313;2,5;1;37;;11;4;0;a;1;;1;Euphorbiaceae;Alchornea glandulosa;1
sdm03_04vitoriaf4;SC9a;SC;borda;18;D2314;8,7;7,8;40,1;;12;3;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;18;D2315;5;9,5;65,9;;15;5;1;ahm;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;18;D2315;5;9,5;37,5;;10;3;0;am;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;18;D2316;1,8;6,2;50;;16;5;0;am;1;;1;Melastomataceae;Miconia cinnamomifolia;1
sdm03_04vitoriaf4;SC9a;SC;borda;18;D2317;1,8;5;63,3;;17;5;0;az;1;;1;Euphorbiaceae;Sapium glandulosum;1
sdm03_04vitoriaf4;SC9a;SC;borda;18;D2318;2,2;4,6;43,7;;9;;0;0;aps;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;18;D2319;0,3;6;34,6;;9;4;0;am;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;19;D2320;2,5;2,3;61,6;;11;4;0;am;1;;1;Vochysiaceae;Vochysia tucanorum;1
sdm03_04vitoriaf4;SC9a;SC;borda;19;D2321;3,7;1,9;39,9;;6;3;0;bm;1;;1;Primulaceae;Myrsine umbellata;1
sdm03_04vitoriaf4;SC9a;SC;borda;19;D2322;4,6;1,9;40,1;;11;5;2;am;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;19;D2323;4,3;3,9;41,9;;11;4;0;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm03_04vitoriaf4;SC9a;SC;borda;19;D2324;2,8;5,9;72,3;;8,5;;0;0;aps;3;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2325;1;0,5;37,6;;10;4;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2326;2,8;2;60,3;;13;5;1;am;1;;1;Primulaceae;Myrsine umbellata;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2327;4;3,5;33,9;;9;3;0;as;1;;1;Vochysiaceae;Vochysia tucanorum;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2328;7,2;0,5;59,2;;16;4;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2329;6,5;2,4;35,9;;8;3;0;am;1;;1;Anacardiaceae;Schinus terebinthifolia;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2330;9,6;3,9;42,2;;12;3;0;am;1;;1;Vochysiaceae;Vochysia tucanorum;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2331;8,5;7,2;68,5;;18;5;5;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2332;8,6;8,6;44,3;;14;4;0;a;1;;1;Meliaceae;Cabralea canjerana;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2333;5,1;9,7;35,1;;8;2;0;a;1;;1;Rubiaceae;Palicourea sessilis;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2334;1,4;9;99,1;;17;5;0;amz;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;20;D2335;0,4;7,2;50,8;;12;4;0;am;1;;1;Fabaceae;Piptadenia paniculata;1
sdm03_04vitoriaf4;SC9a;SC;borda;21;D2336;3,5;0,5;128,2;;18;5;2;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;21;D2337;5;2,8;47,3;;16;5;0;am;1;;1;Vochysiaceae;Vochysia magnifica;1
sdm03_04vitoriaf4;SC9a;SC;borda;21;D2338;5,8;4,5;79;;18;3;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;21;D2339;8,5;2,7;60,5;;16;5;0;gz;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;21;D2340;9,6;3,1;33,5;;7;3;1;a;1;;1;Vochysiaceae;Vochysia tucanorum;1
sdm03_04vitoriaf4;SC9a;SC;borda;21;D2341;8,4;8,5;62,7;;14;5;0;am;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;21;D2342;6,7;9,9;40,8;;8;3;1;a;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;21;D2343;5,5;6,2;87;;15;5;5;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;22;D2344;3,5;5,8;59,5;;18;5;0;ahm;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;22;D2344;3,5;5,8;32,5;;12;4;0;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;22;D2345;5,3;2,8;43,9;;9;5;0;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;22;D2346;4,5;2;33;;7;;0;0;aps;2;1;Morta;morta;1
sdm03_04vitoriaf4;SC9a;SC;borda;22;D2347;8,8;8;64,5;;16;5;1;a;1;;1;Primulaceae;Myrsine coriacea;1
sdm03_04vitoriaf4;SC9a;SC;borda;22;D2348;2,8;9,8;40,4;;12;4;0;amz;1;;1;Melastomataceae;Pleroma raddianum;1
sdm03_04vitoriaf4;SC9a;SC;borda;23;D2349;2,1;1;61,4;;11;5;1;a;1;;1;Primulaceae;Myrsine umbellata;1
sdm03_04vitoriaf4;SC9a;SC;borda;23;D2350;1,2;0,1;37,5;;9;4;0;a;1;;1;Fabaceae;Piptadenia paniculata;1
